name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,health_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance,category,state,company_rank
Medical College of Wisconsin,Colleges & Universities,3,2,381.0,1500.0,185.0,88.0,108.0,https://www.mcw.edu/,Education,5,"Milwaukee, WI",1893.0,0.51,0.24,0.24,2.8,4.0,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Education, WI,1
Capgemini Invent,Consulting,10,2,2000.0,395.0,520.0,561.0,393.0,https://www.capgemini.com/invent,Public,4,"Issy-les-Moulineaux, France",1967.0,0.65,0.18,0.17,2.9,3.4,4.0,6,1,1,0,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,Business Services, France,1
Texas Tech University Health Sciences Center,Colleges & Universities,5,2,219.0,496.0,633.0,28.0,53.0,https://www.ttuhsc.edu/,Education,3,"Lubbock, TX",1969.0,0.71,0.11,0.18,2.5,3.9,4.0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Education, TX,1
Quantum Health,Health Care Services & Hospitals,2,1,172.0,230.0,20.0,26.0,53.0,https://www.quantum-health.com/,Private,2,"Dublin, OH",1999.0,0.38,0.38,0.23,2.8,3.9,4.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Health Care Services & Hospitals, OH,1
UW Health,Health Care Services & Hospitals,2,3,222.0,352.0,585.0,48.0,74.0,https://www.uwhealth.org/,Hospital,1,"Madison, WI",1952.0,0.63,0.13,0.25,2.7,4.3,3.9,5,1,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,5,1,0,0,1,0,1,1,0,1,0,4,1,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,Health Care Services & Hospitals, WI,1
Charleys Philly Steaks,Casual Restaurants,1,1,102.0,198.0,195.0,26.0,23.0,https://www.charleys.com/,Private,2,"Columbus, OH",1986.0,0.6,0.24,0.16,1.9,2.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Restaurants, Bars & Food Services", OH,1
Highgate Hotels,"Hotels, Motels, & Resorts",18,3,391.0,411.0,684.0,44.0,61.0,https://www.highgate.com/,Private,6,"Irving, TX",1988.0,0.63,0.17,0.2,2.4,3.8,3.8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travel & Tourism, TX,0
Hulu,TV Broadcast & Cable Networks,8,1,580.0,1200.0,115.0,365.0,171.0,https://www.hulu.com/,Private,5,"Santa Monica, CA",2007.0,0.53,0.3,0.17,3.1,4.3,4.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Media, CA,1
Vera Bradley,Consumer Products Manufacturing,26,1,515.0,811.0,196.0,134.0,107.0,https://www.verabradley.com/,Public,3,"Roanoke, IN",1982.0,0.68,0.16,0.16,2.4,3.2,3.9,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Manufacturing, IN,1
WillScot Mobile Mini Holdings,Commercial Equipment Rental,4,1,503.0,385.0,274.0,73.0,105.0,https://www.willscotmobilemini.com/,Public,5,"Phoenix, AZ",1955.0,0.5,0.3,0.2,2.5,3.6,4.0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,Retail, AZ,1
County of Riverside,State & Regional Agencies,8,3,197.0,367.0,90.0,32.0,52.0,https://www.rc-hr.com/,Government,1,"Riverside, CA",1893.0,0.67,0.17,0.17,2.6,3.6,3.7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Goverment, CA,0
AXA,Insurance Carriers,13,3,3500.0,509.0,56.0,732.0,1500.0,https://www.axa.com/en/careers,Private,1,"Paris, France",1985.0,0.63,0.15,0.23,2.6,3.9,3.9,8,1,1,1,1,1,1,1,1,0,0,0,0,0,8,1,1,1,1,1,1,1,0,1,4,1,1,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,3,1,1,1,0,0,Insurance, France,1
HedgeServ,Investment Banking & Asset Management,11,1,272.0,144.0,30.0,84.0,110.0,https://www.hedgeserv.com/,Private,3,"New York, NY",2008.0,0.61,0.21,0.18,2.6,3.6,4.0,4,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,0,1,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,Finance, NY,1
Hackensack University Medical Center,Health Care Services & Hospitals,9,1,269.0,341.0,1.0,56.0,52.0,https://www.hackensackumc.org/,Nonprofit Organization,5,"Hackensack, NJ",1888.0,0.63,0.17,0.2,2.8,3.6,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Health Care Services & Hospitals, NJ,1
Amway,Consumer Products Manufacturing,5,3,796.0,689.0,174.0,125.0,204.0,https://www.amway.com/,Private,7,"Ada, MI",1959.0,0.58,0.25,0.18,2.8,4.0,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,Manufacturing, MI,1
Knoll,Consumer Products Manufacturing,9,1,233.0,343.0,40.0,40.0,80.0,https://www.knoll.com/,Public,5,"East Greenville, PA",1938.0,0.5,0.33,0.18,2.9,3.4,3.9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, PA,1
Peet's,Fast-Food & Quick-Service Restaurants,1,1,946.0,1200.0,754.0,191.0,195.0,https://www.peets.com/,Private,5,"Emeryville, CA",1966.0,0.76,0.12,0.12,2.1,3.5,3.9,4,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Restaurants, Bars & Food Services", CA,1
"Paul, Weiss, Rifkind, Wharton & Garrison",Legal,1,1,189.0,460.0,8.0,53.0,47.0,https://www.paulweiss.com/,Private,3,"New York, NY",1946.0,0.76,0.04,0.2,2.7,4.2,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accounting & Legal, NY,1
O.C. Tanner,Consulting,7,1,292.0,271.0,56.0,56.0,127.0,https://www.octanner.com/,Private,3,"Salt Lake City, UT",1927.0,0.61,0.22,0.17,2.8,4.2,3.9,4,1,1,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,6,1,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,1,Business Services, UT,1
MAA,Real Estate,25,1,360.0,876.0,239.0,46.0,73.0,https://www.maac.com/,Public,5,"Memphis, TN",1977.0,0.69,0.22,0.09,2.8,3.8,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Estate, TN,0
Comerica,Investment Banking & Asset Management,25,2,923.0,1700.0,231.0,234.0,286.0,https://www.comerica.com/,Public,6,"Dallas, TX",1849.0,0.62,0.14,0.24,2.7,3.9,3.9,9,1,1,0,1,1,1,1,1,0,0,1,0,1,5,1,1,1,1,0,0,0,1,0,4,1,1,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,3,1,1,1,0,0,Finance, TX,1
Fox Chase Cancer Center,Health Care Services & Hospitals,9,1,135.0,352.0,83.0,23.0,22.0,https://www.foxchase.org/,Nonprofit Organization,3,"Philadelphia, PA",1974.0,0.65,0.26,0.09,2.2,3.8,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, PA,0
Burns & McDonnell,Architectural & Engineering Services,21,2,778.0,1400.0,704.0,301.0,245.0,https://www.burnsmcd.com/,Private,6,"Kansas City, MO",1898.0,0.72,0.11,0.17,2.7,4.1,4.0,12,1,1,1,1,1,1,1,1,1,1,1,0,1,7,0,1,1,1,1,1,0,1,1,8,0,1,1,0,1,1,1,1,1,1,4,1,1,1,0,0,1,8,1,0,1,1,1,0,1,0,1,1,1,5,1,1,1,1,1,Business Services, MO,1
Information Services Group,Enterprise Software & Network Solutions,19,1,253.0,184.0,67.0,30.0,59.0,https://www.isg-one.com/,Public,3,"Stamford, CT",2006.0,0.66,0.14,0.21,2.7,3.1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, CT,1
LexisNexis Risk Solutions,Consulting,9,1,563.0,1100.0,1.0,117.0,232.0,https://risk.lexisnexis.com/,Public,6,"Alpharetta, GA",2000.0,0.56,0.22,0.23,2.8,3.9,4.0,10,1,1,1,1,1,1,1,1,1,0,0,0,1,6,0,1,1,1,1,1,0,0,1,4,1,1,0,0,0,0,0,1,1,0,4,1,1,1,1,0,0,6,1,0,1,0,0,0,1,0,1,1,1,2,1,1,0,0,0,Business Services, GA,1
Hortonworks,Enterprise Software & Network Solutions,19,1,304.0,403.0,0.0,117.0,136.0,https://www.cloudera.com/,Public,3,"Palo Alto, CA",2011.0,0.5,0.39,0.11,3.1,4.6,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, CA,1
Vineyard Vines,"Department, Clothing, & Shoe Stores",1,1,678.0,779.0,351.0,166.0,121.0,https://www.vineyardvines.com/,Private,1,"Stamford, CT",1998.0,0.74,0.13,0.13,2.2,4.0,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,Retail, CT,1
CrossCountry Mortgage,Lending,5,1,278.0,202.0,207.0,28.0,44.0,https://www.crosscountrymortgage.com/,Private,1,"Brecksville, OH",2003.0,0.71,0.25,0.04,2.1,3.3,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance, OH,1
North American Dental Group,Health Care Services & Hospitals,10,1,213.0,132.0,88.0,31.0,38.0,https://www.nadentalgroup.com/,Private,1,"Pittsburgh, PA",2008.0,0.84,0.13,0.03,2.8,3.0,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Health Care Services & Hospitals, PA,1
EVEREVE,"Department, Clothing, & Shoe Stores",1,1,197.0,205.0,269.0,35.0,43.0,https://www.evereve.com/,Private,1,"Minneapolis, MN",2004.0,0.66,0.2,0.14,1.9,3.1,4.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Retail, MN,1
Pivot Physical Therapy,Health Care Services & Hospitals,20,1,190.0,271.0,170.0,18.0,32.0,https://www.pivotphysicaltherapy.com/,Private,1,"Towson, MD",2000.0,0.78,0.11,0.11,2.3,2.6,3.9,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, MD,1
Oshkosh Defense,Transportation Equipment Manufacturing,1,3,136.0,200.0,15.0,18.0,45.0,https://www.oshkoshdefense.com/,Subsidiary or Business Segment,4,"Oshkosh, WI",1917.0,0.65,0.24,0.12,2.9,3.2,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, WI,1
Emirates,Airlines,5,3,2400.0,106.0,2.0,474.0,809.0,https://www.emirates.com/,Subsidiary or Business Segment,8,"Dubai, United Arab Emirates",1985.0,0.66,0.14,0.2,3.2,4.7,3.9,3,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,Travel & Tourism, United Arab Emirates,1
Plains All American Pipeline,Oil & Gas Services,7,2,187.0,287.0,7.0,33.0,57.0,https://www.plainsallamerican.com/,Public,8,"Houston, TX",1998.0,0.41,0.22,0.38,2.7,4.3,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, Gas, Energy & Utilities", TX,1
Brookfield Properties’ retail group,Real Estate,4,1,293.0,362.0,0.0,47.0,105.0,https://www.brookfieldpropertiesretail.com/,Subsidiary or Business Segment,6,"Chicago, IL",1986.0,0.59,0.22,0.2,2.7,4.0,3.9,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Estate, IL,1
Children's Health,Health Care Services & Hospitals,5,2,461.0,637.0,140.0,59.0,187.0,https://www.childrens.com/,Hospital,3,"Dallas, TX",1913.0,0.7,0.14,0.16,2.8,3.5,4.0,7,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,Health Care Services & Hospitals, TX,1
Arvest Bank,Banks & Credit Unions,19,1,448.0,840.0,130.0,86.0,172.0,https://www.arvest.com/,Private,5,"Lowell, AR",1999.0,0.8,0.08,0.12,2.8,4.2,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,1,1,1,0,1,0,0,1,0,5,1,0,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,1,Finance, AR,1
Ted's Montana Grill,Upscale Restaurants,1,1,195.0,204.0,120.0,24.0,21.0,https://www.tedsmontanagrill.com/,Private,2,"Atlanta, GA",2002.0,0.61,0.13,0.26,1.7,3.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Restaurants, Bars & Food Services", GA,1
Virginia Department of Transportation,State & Regional Agencies,4,2,145.0,240.0,135.0,33.0,30.0,https://www.virginiadot.org/,Government,7,"Richmond, VA",1906.0,0.48,0.29,0.23,2.8,3.9,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Goverment, VA,1
UNC Health,Health Care Services & Hospitals,12,3,571.0,902.0,1200.0,97.0,110.0,https://jobs.unchealthcare.org/,Hospital,1,"Chapel Hill, NC",1952.0,0.74,0.08,0.18,2.8,3.9,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, NC,1
Floor and Decor,Home Centers & Hardware Stores,1,2,726.0,1200.0,1600.0,109.0,114.0,https://www.flooranddecor.com/,Public,5,"Atlanta, GA",2000.0,0.6,0.24,0.16,2.2,3.0,3.9,8,1,1,1,1,1,1,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retail, GA,1
ViacomCBS Streaming,TV Broadcast & Cable Networks,8,1,629.0,1300.0,179.0,169.0,194.0,https://www.cbsinteractive.com/,Subsidiary or Business Segment,1,"San Francisco, CA",1992.0,0.58,0.19,0.23,2.7,3.9,4.0,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,1,0,1,0,0,1,6,1,1,0,1,1,1,0,0,1,0,4,1,1,1,0,0,1,7,1,1,1,0,1,0,1,0,1,0,1,3,0,1,1,0,1,Media, CA,1
National Security Agency,Federal Agencies,11,1,232.0,395.0,57.0,104.0,85.0,https://www.intelligencecareers.gov/nsa,Government,1,"Fort George G Meade, MD",1952.0,0.61,0.12,0.27,2.6,4.4,4.0,8,1,1,1,1,0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,0,7,1,1,0,1,0,1,1,1,1,0,3,1,1,1,0,0,0,4,0,0,1,1,1,0,0,0,0,1,0,5,1,1,1,1,1,Goverment, MD,1
Danfoss International,Industrial Manufacturing,9,3,585.0,312.0,335.0,108.0,150.0,https://www.danfoss.com/,Private,8,"Nordborg, Denmark",1933.0,0.66,0.18,0.16,2.7,3.8,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, Denmark,1
Uncle Julio's Mexican from Scratch,Casual Restaurants,1,1,354.0,283.0,441.0,51.0,54.0,https://www.unclejulios.com/,Private,1,"Irving, TX",1986.0,0.69,0.16,0.14,2.0,2.5,3.9,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Restaurants, Bars & Food Services", TX,1
ACS Solutions,IT Services,21,3,355.0,242.0,57.0,38.0,85.0,https://www.acsicorp.com/,Private,5,"Duluth, GA",1998.0,0.51,0.38,0.11,2.7,2.4,3.9,6,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, GA,1
Hawaii Pacific Health,Health Care Services & Hospitals,3,2,175.0,227.0,232.0,36.0,61.0,https://www.hawaiipacifichealth.org/,Nonprofit Organization,2,"Honolulu, HI",1986.0,0.69,0.17,0.14,2.5,4.3,4.0,5,1,1,0,1,0,1,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, HI,1
Calpine,Energy,11,1,260.0,437.0,75.0,39.0,54.0,https://www.calpine.com/,Private,7,"Houston, TX",1984.0,0.61,0.16,0.24,2.7,4.0,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, Gas, Energy & Utilities", TX,1
North Memorial Health,Health Care Services & Hospitals,8,2,193.0,327.0,174.0,39.0,69.0,https://www.northmemorial.com/,Nonprofit Organization,4,"Minneapolis, MN",1954.0,0.77,0.1,0.13,2.8,3.6,4.0,6,1,1,1,0,1,1,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,Health Care Services & Hospitals, MN,1
Crowley Maritime,Shipping,6,2,247.0,265.0,81.0,38.0,76.0,https://www.crowley.com/,Private,5,"Jacksonville, FL",1892.0,0.62,0.16,0.22,2.6,4.5,3.8,12,1,1,1,1,1,1,1,1,1,0,1,1,1,8,1,1,1,1,1,1,0,1,1,7,1,1,0,1,1,0,1,1,1,0,4,1,1,1,0,0,1,4,1,0,1,1,0,0,1,0,0,0,0,3,0,1,1,0,1,Transportation & Logistics, FL,0
Samsung Semiconductor Inc (US),Computer Hardware & Software,4,1,366.0,2200.0,97.0,79.0,96.0,https://www.samsungsemiconductor-us.com/,Subsidiary or Business Segment,4,"San Jose, CA",1983.0,0.43,0.36,0.2,3.0,4.1,4.0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Information Technology, CA,1
PSEG,Utilities,25,3,567.0,819.0,92.0,141.0,180.0,https://www.pseg.com/,Public,7,"Newark, NJ",1903.0,0.66,0.14,0.2,2.8,3.9,4.0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,0,1,1,5,1,0,0,1,0,0,0,1,1,1,5,1,1,1,1,0,1,7,1,0,1,1,1,0,1,0,1,0,1,5,1,1,1,1,1,"Oil, Gas, Energy & Utilities", NJ,1
TransUnion,Financial Analytics & Research,25,2,1100.0,1600.0,262.0,328.0,399.0,https://www.transunion.com/,Public,5,"Chicago, IL",1968.0,0.61,0.23,0.16,2.9,4.2,4.0,6,1,1,1,1,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,4,1,1,0,0,0,0,1,0,1,0,3,1,0,1,1,0,0,5,1,0,0,1,1,0,1,0,1,0,0,4,1,1,1,0,1,Finance, IL,1
USI Insurance Services,Insurance Agencies & Brokerages,24,2,720.0,789.0,497.0,127.0,168.0,https://www.usi.com/,Private,6,"Valhalla, NY",1994.0,0.65,0.2,0.15,2.9,3.5,3.9,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Insurance, NY,1
Hachette Book Group,Publishing,9,1,224.0,386.0,106.0,70.0,50.0,https://www.hachettebookgroup.com/,Private,1,"New York, NY",1837.0,0.65,0.25,0.1,2.6,3.8,4.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Media, NY,1
Mettler-Toledo,Electrical & Electronic Manufacturing,23,3,551.0,458.0,348.0,100.0,167.0,https://us.mt.com/,Public,6,"Columbus, OH",1989.0,0.52,0.34,0.14,3.0,3.8,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Manufacturing, OH,1
